Segment 0,Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Segment 6,Segment 7,Segment 8,Segment 9,Segment 10,Segment 11,Segment 12,Segment 13,Segment 14,Segment 15,Segment 16,Segment 17,Segment 18,Segment 19,Segment 20,Segment 21,Segment 22,Segment 23,Segment 24,Segment 25,Segment 26,Segment 27,Segment 28,Segment 29,Segment 30,Segment 31,Segment 32,Segment 33,Segment 34,Segment 35,Segment 36,Segment 37,Segment 38,Segment 39,Segment 40,Segment 41,Segment 42,Segment 43,Segment 44,Segment 45,Segment 46,Segment 47,Segment 48,Segment 49,Segment 50,Segment 51,Segment 52,Segment 53,Segment 54,Segment 55,Segment 56,Segment 57,Segment 58
2409,1558,1365,3164,1349,1156,2361,1237,1397,2216,1204,1766,1397,2441,1429,1879,2039,1911,1269,1028,2842,2891,1301,1204,980,2842,1012,931,1526,1766,2569,2200,2039,1831,1188,1365,2842,1558,2810,2457,1445,2489,1413,3148,674,1863,1783,1526,3404,1317,1927,1220,2248,899,2971,1204,1959,2842,2248
2377,1526,1349,3099,1333,1156,2569,1237,1381,2232,1204,1750,1429,2537,1413,1847,2007,1895,1269,1028,2794,2842,1301,1188,980,2794,1012,915,1510,1750,2521,2168,2007,1799,1204,1381,2778,1542,2858,2409,1477,2489,1397,3308,723,1863,1799,1510,3388,1317,1895,1220,2248,899,2955,1253,1943,2778,2248
2345,1510,1333,3051,1317,1140,2858,1237,1365,2248,1204,1734,1477,2634,1397,1815,1975,1879,1253,1028,2746,2794,1285,1172,980,2746,996,915,1493,1734,2473,2136,1991,1783,1237,1397,2730,1526,2891,2361,1510,2489,1381,3453,787,1863,1831,1510,3356,1301,1863,1204,2232,899,2939,1317,1911,2730,2248
2312,1493,1317,3003,1317,1140,3051,1269,1349,2264,1204,1702,1590,2714,1381,1783,1943,1847,1253,1028,2714,2746,1269,1156,980,2682,996,915,1493,1718,2441,2104,1959,1750,1269,1413,2666,1510,2923,2329,1558,2505,1381,3597,851,1863,1863,1510,3324,1301,1831,1204,2232,883,2907,1397,1895,2682,2248
2280,1477,1301,2955,1301,1140,3180,1301,1333,2248,1204,1686,1654,2794,1365,1766,1911,1831,1237,1012,2666,2682,1269,1140,980,2634,996,915,1477,1702,2393,2072,1943,1718,1317,1429,2602,1510,2955,2280,1606,2521,1365,3726,915,1863,1911,1510,3292,1285,1815,1204,2200,883,2875,1477,1879,2618,2248
2248,1461,1301,2907,1285,1140,3292,1349,1317,2248,1188,1670,1718,2875,1349,1734,1879,1799,1237,1012,2634,2634,1253,1140,980,2585,996,915,1461,1686,2361,2039,1927,1702,1381,1445,2553,1493,2971,2232,1670,2505,1349,3822,980,1863,1959,1510,3260,1269,1783,1204,2184,883,2842,1558,1863,2569,2248
2216,1461,1285,2842,1269,1124,3388,1413,1317,2232,1188,1638,1815,2939,1333,1718,1847,1783,1220,1012,2602,2585,1253,1124,980,2537,996,915,1445,1670,2312,2023,1895,1670,1445,1445,2489,1493,3003,2200,1734,2489,1349,3918,1028,1863,2007,1510,3228,1253,1766,1204,2136,883,2794,1638,1847,2537,2248
2184,1445,1269,2794,1269,1124,3453,1493,1301,2200,1188,1622,1879,2987,1317,1686,1831,1766,1220,1012,2569,2537,1253,1108,980,2489,996,915,1429,1654,2264,1991,1879,1654,1526,1461,2425,1477,3003,2168,1815,2473,1349,3999,1076,1863,2056,1510,3196,1253,1750,1204,2104,899,2762,1702,1815,2489,2248
2152,1429,1253,2746,1253,1124,3517,1590,1285,2168,1188,1590,1943,3035,1301,1670,1799,1734,1220,1012,2521,2489,1237,1108,980,2441,996,915,1413,1654,2232,1959,1847,1622,1606,1461,2361,1477,3019,2136,1879,2441,1349,4047,1124,1863,2104,1526,3164,1237,1718,1204,2072,915,2714,1766,1799,2441,2248
2120,1413,1237,2698,1237,1124,3565,1686,1269,2136,1188,1574,2007,3051,1301,1654,1766,1718,1204,1012,2489,2457,1237,1092,980,2409,980,915,1397,1638,2184,1927,1831,1606,1702,1445,2296,1461,3003,2104,1959,2409,1349,4079,1156,1863,2168,1542,3148,1220,1702,1204,2023,964,2682,1847,1766,2393,2248
2088,1413,1220,2650,1237,1140,3581,1783,1269,2104,1188,1542,2072,3067,1285,1654,1750,1702,1204,1012,2441,2409,1220,1076,996,2361,996,915,1381,1638,2136,1911,1815,1574,1783,1429,2232,1461,3003,2072,2039,2361,1349,4079,1172,1863,2216,1558,3115,1220,1686,1204,1991,1028,2650,1911,1734,2361,2264
2056,1397,1204,2618,1220,1172,3597,1879,1253,2072,1188,1526,2136,3067,1285,1654,1718,1686,1204,1012,2409,2361,1220,1076,1012,2329,996,915,1365,1622,2088,1879,1783,1558,1879,1397,2168,1445,2971,2039,2120,2329,1349,4079,1188,1863,2248,1590,3099,1204,1638,1204,1959,1124,2602,1991,1702,2329,2264
2023,1381,1188,2569,1204,1204,3597,2007,1237,2023,1188,1493,2184,3051,1269,1654,1686,1670,1204,1012,2377,2329,1204,1076,1060,2280,1012,915,1349,1606,2039,1863,1766,1526,1959,1381,2104,1429,2955,2023,2216,2296,1349,4063,1188,1847,2296,1622,3067,1204,1574,1204,1927,1237,2569,2056,1686,2280,2264
1991,1365,1172,2537,1204,1253,3581,2120,1220,1991,1188,1461,2232,3035,1253,1654,1670,1654,1204,1012,2345,2280,1204,1060,1108,2232,1028,915,1333,1606,1991,1847,1750,1510,2056,1349,2039,1413,2923,1991,2296,2264,1349,4047,1188,1847,2329,1670,3051,1188,1542,1188,1895,1365,2537,2120,1654,2248,2264
1959,1349,1156,2489,1188,1301,3549,2232,1220,1959,1188,1429,2264,3003,1237,1670,1638,1638,1188,996,2312,2232,1204,1060,1156,2200,1076,915,1333,1590,1959,1815,1718,1477,2136,1333,1991,1413,2875,1975,2361,2232,1349,3999,1188,1847,2361,1718,3019,1188,1510,1188,1863,1477,2489,2168,1638,2216,2264
1927,1333,1156,2441,1188,1349,3517,2329,1204,1943,1188,1397,2280,2955,1237,1686,1622,1622,1188,996,2264,2200,1188,1044,1237,2152,1124,899,1317,1574,1927,1799,1702,1461,2216,1301,1927,1397,2842,1943,2441,2200,1365,3950,1172,1847,2377,1783,2987,1172,1477,1188,1831,1606,2441,2232,1622,2184,2264
1879,1333,1140,2409,1172,1413,3469,2441,1188,1911,1172,1381,2312,2907,1220,1718,1590,1606,1188,996,2248,2152,1188,1044,1333,2120,1172,899,1317,1574,1879,1783,1686,1445,2280,1285,1879,1397,2794,1927,2489,2168,1381,3902,1156,1831,2393,1863,2971,1156,1461,1172,1799,1734,2393,2280,1622,2136,2264
1847,1317,1140,2361,1172,1493,3421,2537,1172,1895,1172,1349,2329,2858,1204,1750,1574,1590,1188,996,2216,2120,1188,1044,1510,2088,1253,915,1317,1558,1847,1750,1670,1413,2329,1253,1847,1381,2746,1895,2553,2136,1397,3838,1124,1831,2409,1927,2939,1140,1445,1172,1783,1879,2345,2329,1622,2104,2264
1815,1301,1124,2312,1172,1558,3388,2650,1172,1863,1172,1317,2329,2810,1204,1783,1558,1574,1172,996,2184,2072,1188,1044,1734,2039,1333,915,1317,1558,1799,1734,1638,1397,2393,1237,1815,1381,2698,1879,2602,2104,1429,3774,1108,1831,2409,2007,2907,1124,1429,1172,1766,2039,2296,2361,1638,2072,2264
1766,1301,1124,2280,1156,1638,3324,2746,1172,1831,1172,1285,2329,2762,1188,1815,1526,1558,1172,996,2168,2039,1188,1044,1895,2007,1413,915,1333,1542,1766,1718,1622,1381,2457,1220,1799,1381,2634,1863,2634,2088,1477,3710,1092,1831,2393,2088,2891,1108,1413,1172,1734,2168,2248,2393,1638,2039,2264
1734,1285,1108,2248,1156,1718,3276,2826,1156,1815,1172,1253,2329,2714,1188,1847,1510,1542,1172,996,2136,1991,1172,1044,2039,1975,1493,899,1365,1542,1718,1702,1606,1365,2505,1204,1766,1381,2585,1831,2650,2056,1558,3645,1076,1831,2377,2152,2858,1092,1397,1172,1702,2296,2184,2409,1654,2023,2264
1702,1269,1108,2200,1140,1799,3228,2907,1156,1783,1172,1220,2312,2650,1172,1895,1477,1526,1172,996,2104,1959,1172,1044,2168,1943,1574,899,1397,1526,1686,1670,1590,1349,2569,1204,1766,1381,2537,1815,2682,2023,1638,3581,1076,1831,2361,2216,2826,1092,1365,1172,1686,2425,2136,2409,1670,1991,2264
1670,1269,1092,2168,1140,1863,3180,2955,1140,1766,1172,1204,2280,2602,1172,1927,1461,1526,1172,996,2088,1927,1172,1028,2280,1911,1670,899,1461,1526,1638,1654,1574,1333,2602,1188,1750,1365,2473,1799,2714,1991,1734,3517,1060,1815,2329,2280,2794,1076,1349,1156,1654,2537,2088,2409,1686,1959,2264
1654,1253,1092,2136,1124,1943,3131,3019,1124,1734,1172,1188,2264,2553,1172,1975,1445,1510,1172,996,2056,1895,1156,1028,2393,1895,1766,899,1526,1510,1590,1638,1558,1317,2650,1172,1734,1365,2409,1783,2730,1959,1831,3469,1044,1815,2296,2361,2762,1060,1333,1156,1638,2650,2056,2393,1702,1943,2264
1622,1237,1092,2104,1124,2007,3083,3083,1124,1718,1172,1156,2232,2521,1156,2007,1429,1510,1172,996,2023,1847,1156,1028,2505,1863,1847,899,1606,1510,1558,1638,1542,1333,2666,1156,1734,1365,2345,1766,2746,1943,1943,3404,1044,1815,2280,2425,2730,1044,1333,1156,1606,2746,2007,2377,1734,1911,2264
1590,1220,1092,2072,1108,2072,3035,3148,1108,1686,1172,1140,2184,2473,1156,2039,1397,1510,1172,996,1991,1815,1156,1028,2585,1831,1943,899,1686,1493,1526,1622,1526,1349,2682,1140,1718,1349,2280,1750,2762,1911,2039,3356,1044,1799,2248,2489,2682,1028,1317,1156,1590,2842,1975,2345,1766,1895,2264
1574,1220,1092,2023,1108,2120,2987,3180,1092,1670,1172,1108,2152,2425,1156,2056,1381,1510,1172,996,1975,1783,1140,1012,2650,1799,2023,899,1750,1493,1493,1622,1510,1349,2682,1124,1718,1349,2216,1718,2778,1895,2120,3308,1044,1783,2216,2553,2650,1028,1301,1172,1574,2923,1943,2296,1799,1879,2264
1558,1204,1108,1991,1092,2168,2939,3212,1092,1654,1172,1092,2120,2377,1140,2072,1365,1510,1156,996,1943,1734,1140,1012,2730,1766,2104,899,1831,1477,1461,1622,1493,1333,2682,1108,1718,1349,2152,1702,2778,1863,2216,3260,1044,1766,2200,2602,2602,1012,1285,1172,1542,2987,1895,2248,1831,1847,2280
1526,1188,1140,1959,1092,2200,2891,3228,1076,1638,1172,1076,2088,2345,1140,2088,1349,1493,1156,996,1911,1702,1140,1012,2810,1750,2184,899,1911,1477,1429,1638,1477,1333,2666,1076,1702,1349,2088,1686,2778,1847,2312,3212,1044,1750,2168,2666,2569,1012,1269,1172,1526,3067,1863,2216,1879,1831,2280
1510,1188,1188,1927,1092,2248,2842,3228,1060,1622,1172,1044,2056,2296,1124,2088,1349,1493,1156,996,1895,1670,1124,996,2891,1718,2264,899,1991,1461,1413,1654,1461,1317,2650,1044,1686,1365,2007,1670,2778,1815,2409,3164,1060,1750,2136,2714,2521,996,1253,1172,1510,3131,1831,2168,1927,1799,2280
1493,1172,1237,1895,1092,2280,2794,3228,1060,1606,1172,1028,2023,2248,1124,2072,1333,1477,1156,996,1863,1638,1124,996,2971,1686,2329,899,2072,1461,1397,1686,1445,1301,2618,1012,1686,1413,1943,1654,2762,1799,2505,3115,1060,1734,2120,2746,2489,996,1253,1172,1510,3196,1799,2136,1959,1783,2296
1477,1172,1301,1863,1076,2296,2746,3148,1060,1590,1172,1012,2007,2200,1108,2056,1317,1477,1140,996,1831,1606,1124,996,3035,1670,2377,899,2136,1461,1365,1718,1429,1285,2585,964,1670,1461,1863,1638,2746,1783,2585,3067,1060,1718,2088,2778,2457,980,1237,1188,1493,3244,1766,2088,2007,1750,2296
1477,1172,1381,1831,1076,2329,2698,3035,1060,1574,1188,996,1975,2152,1108,2039,1301,1461,1140,1012,1815,1574,1124,980,3099,1638,2425,899,2216,1445,1349,1750,1413,1285,2537,931,1654,1510,1783,1622,2730,1750,2714,3019,1076,1702,2072,2794,2425,980,1237,1204,1477,3276,1750,2056,2039,1734,2312
1461,1156,1477,1799,1076,2329,2650,2955,1044,1542,1204,996,1943,2104,1092,2023,1285,1461,1140,1012,1783,1542,1108,980,3148,1606,2473,899,2280,1445,1317,1799,1397,1269,2505,883,1638,1574,1702,1606,2714,1734,2858,2971,1076,1686,2056,2810,2393,980,1237,1204,1461,3308,1718,2023,2056,1718,2329
1445,1156,1574,1766,1060,2329,2602,2907,1044,1526,1237,996,1911,2072,1092,1991,1269,1445,1140,996,1750,1526,1108,964,3180,1590,2521,899,2345,1461,1301,1831,1397,1253,2473,851,1622,1670,1638,1590,2698,1718,2987,2923,1092,1670,2039,2826,2361,964,1237,1220,1445,3308,1702,1991,2072,1686,2329
1429,1156,1670,1734,1060,2329,2553,2858,1028,1510,1269,996,1879,2039,1092,1959,1253,1445,1140,996,1734,1493,1108,964,3212,1574,2553,899,2409,1461,1285,1879,1381,1253,2425,819,1606,1766,1558,1574,2666,1702,3083,2875,1092,1670,2023,2826,2329,964,1237,1220,1429,3276,1702,1959,2088,1670,2345
1413,1140,1766,1718,1060,2312,2521,2810,1028,1493,1333,1028,1847,1991,1092,1927,1253,1429,1140,996,1702,1477,1108,964,3228,1542,2569,899,2457,1477,1269,1911,1381,1237,2393,803,1590,1863,1477,1558,2650,1686,3164,2842,1092,1654,2007,2810,2296,964,1237,1237,1413,3244,1686,1927,2088,1654,2345
1397,1140,1863,1686,1044,2280,2473,2762,1028,1477,1413,1060,1831,1975,1092,1895,1237,1413,1140,996,1686,1445,1092,947,3228,1526,2585,899,2505,1510,1237,1943,1365,1220,2361,787,1574,1975,1429,1558,2618,1686,3244,2794,1092,1638,2007,2810,2264,964,1237,1237,1397,3196,1686,1895,2088,1638,2361
1381,1140,1959,1670,1044,2264,2441,2714,1028,1461,1477,1108,1799,1943,1092,1863,1204,1413,1140,996,1654,1413,1092,947,3228,1493,2602,899,2537,1542,1220,1959,1349,1204,2312,771,1542,2072,1381,1558,2602,1686,3292,2746,1092,1638,2007,2778,2248,964,1237,1253,1397,3131,1670,1863,2072,1606,2361
1365,1124,2056,1638,1044,2232,2409,2682,1044,1445,1574,1172,1783,1895,1076,1831,1156,1397,1140,996,1638,1397,1092,964,3212,1477,2585,899,2553,1590,1204,1975,1349,1204,2280,771,1526,2168,1317,1558,2569,1686,3324,2698,1076,1638,1991,2762,2216,964,1237,1253,1381,3051,1670,1831,2056,1590,2361
1333,1124,2136,1622,1044,2200,2361,2634,1060,1429,1670,1253,1750,1863,1076,1815,1124,1381,1140,996,1606,1365,1076,964,3196,1445,2569,899,2553,1654,1188,1991,1333,1188,2248,771,1493,2264,1269,1558,2553,1686,3356,2650,1060,1622,1991,2730,2184,964,1220,1237,1365,2987,1670,1799,2039,1574,2361
1317,1124,2200,1590,1028,2168,2329,2602,1092,1413,1783,1349,1734,1831,1076,1783,1108,1381,1140,996,1590,1349,1076,996,3164,1429,2553,899,2569,1718,1172,2007,1333,1172,2216,787,1461,2345,1237,1574,2537,1702,3388,2602,1028,1622,1991,2714,2152,964,1220,1220,1349,2907,1670,1750,2007,1558,2361
1285,1124,2264,1574,1028,2136,2296,2569,1140,1397,1895,1445,1718,1799,1076,1750,1092,1365,1140,996,1574,1317,1076,1028,3131,1397,2521,915,2553,1783,1156,2007,1333,1172,2184,787,1429,2441,1220,1606,2521,1702,3404,2553,1012,1622,1975,2682,2120,964,1204,1204,1333,2826,1654,1734,1975,1526,2361
1269,1108,2329,1558,1028,2088,2264,2537,1188,1381,2007,1558,1686,1766,1076,1734,1092,1349,1140,996,1558,1301,1076,1060,3099,1381,2489,915,2537,1847,1140,2007,1333,1172,2152,803,1381,2521,1204,1622,2505,1718,3404,2505,980,1606,1975,2650,2088,964,1204,1204,1333,2762,1654,1718,1943,1510,2361
1237,1108,2393,1526,1028,2056,2216,2489,1269,1365,2104,1654,1670,1734,1076,1718,1076,1349,1140,996,1542,1269,1076,1108,3067,1365,2457,915,2521,1911,1124,1991,1333,1188,2120,803,1349,2602,1204,1654,2505,1718,3404,2457,947,1606,1975,2618,2039,947,1188,1204,1317,2682,1654,1686,1895,1493,2361
1220,1108,2457,1510,1028,2023,2184,2457,1333,1349,2216,1766,1654,1702,1060,1686,1060,1365,1140,1012,1526,1253,1076,1172,3035,1349,2425,915,2489,1975,1108,1975,1365,1204,2088,819,1317,2666,1204,1686,2489,1718,3388,2409,915,1606,1975,2602,2007,947,1188,1188,1301,2602,1654,1670,1847,1477,2361
1204,1108,2505,1493,1028,2007,2152,2425,1429,1333,2312,1863,1638,1670,1076,1670,1060,1381,1140,1012,1510,1220,1076,1253,3003,1317,2393,915,2441,2039,1092,1959,1397,1220,2056,819,1269,2714,1220,1718,2473,1718,3372,2361,899,1590,1959,2569,1959,947,1172,1188,1301,2537,1654,1654,1799,1461,2361
1188,1108,2553,1461,1028,1975,2136,2393,1510,1317,2409,1943,1606,1638,1076,1654,1044,1413,1156,1028,1493,1204,1076,1333,2971,1269,2361,915,2409,2088,1076,1927,1429,1269,2023,835,1237,2778,1237,1734,2457,1734,3324,2329,867,1590,1959,2537,1911,947,1156,1188,1285,2473,1654,1622,1734,1445,2361
1172,1092,2585,1445,1012,1943,2104,2361,1590,1301,2489,2023,1590,1606,1076,1622,1028,1461,1188,1028,1461,1188,1076,1413,2939,1237,2329,915,2361,2136,1060,1911,1477,1317,1991,851,1220,2826,1237,1734,2457,1734,3292,2280,835,1574,1959,2505,1863,947,1156,1188,1269,2409,1654,1606,1670,1429,2361
1156,1092,2602,1429,1012,1911,2072,2329,1686,1285,2569,2104,1574,1574,1076,1606,1028,1510,1220,1060,1445,1172,1060,1493,2891,1220,2280,915,2329,2168,1044,1879,1526,1381,1959,867,1188,2875,1237,1750,2441,1750,3244,2248,803,1558,1959,2473,1831,931,1156,1188,1253,2329,1654,1590,1606,1413,2361
1140,1092,2602,1429,1012,1879,2056,2296,1766,1285,2634,2200,1558,1558,1076,1574,1012,1558,1269,1092,1429,1156,1060,1574,2858,1204,2248,915,2280,2216,1028,1847,1606,1461,1927,883,1172,2923,1237,1734,2425,1783,3212,2216,771,1542,1959,2441,1783,931,1140,1188,1253,2264,1654,1574,1542,1413,2361
1124,1076,2602,1413,1012,1847,2023,2264,1847,1269,2714,2280,1542,1526,1076,1558,1012,1622,1333,1156,1413,1140,1060,1638,2826,1188,2216,915,2248,2264,1012,1831,1686,1542,1895,899,1156,2939,1220,1734,2425,1815,3180,2168,723,1542,1975,2409,1750,931,1140,1172,1237,2200,1670,1558,1493,1397,2361
1108,1076,2585,1397,1012,1831,2007,2216,1927,1253,2778,2361,1526,1510,1076,1542,1012,1702,1413,1220,1397,1124,1060,1718,2794,1172,2184,915,2216,2296,1012,1799,1766,1638,1863,931,1124,2955,1220,1718,2425,1847,3148,2120,691,1526,1975,2377,1718,947,1140,1172,1220,2152,1670,1542,1445,1381,2377
1092,1076,2569,1381,996,1799,1975,2184,1991,1253,2858,2441,1510,1477,1076,1526,1012,1783,1493,1301,1381,1108,1060,1783,2762,1156,2152,915,2184,2345,1012,1783,1847,1734,1847,964,1108,2939,1204,1702,2441,1895,3115,2088,658,1510,1991,2361,1686,947,1124,1156,1220,2088,1686,1526,1381,1365,2377
1076,1076,2537,1365,996,1783,1959,2152,2072,1237,2923,2505,1493,1445,1076,1493,1012,1863,1590,1397,1381,1092,1060,1831,2730,1156,2120,915,2152,2377,1012,1750,1927,1815,1847,980,1108,2923,1204,1686,2441,1943,3099,2039,642,1510,2007,2329,1670,980,1124,1156,1204,2039,1686,1510,1333,1349,2409
1060,1076,2489,1365,996,1750,1927,2136,2120,1237,2971,2569,1477,1413,1076,1477,996,1943,1702,1510,1365,1076,1060,1895,2698,1140,2072,915,2120,2393,1012,1734,2007,1911,1847,1012,1092,2891,1204,1670,2473,1991,3099,1991,610,1510,2007,2296,1638,1012,1124,1140,1204,1975,1702,1510,1285,1333,2441
1060,1076,2457,1365,996,1718,1911,2104,2168,1220,3035,2634,1461,1397,1076,1477,996,2023,1799,1606,1349,1060,1060,1943,2666,1140,2039,915,2088,2409,996,1702,2088,1975,1847,1044,1092,2842,1220,1638,2489,2039,3083,1927,578,1493,2023,2264,1622,1060,1124,1140,1204,1927,1702,1493,1220,1317,2473
1044,1076,2409,1381,996,1702,1879,2072,2216,1220,3067,2682,1445,1365,1076,1461,1012,2104,1911,1702,1333,1044,1060,2007,2634,1124,2007,931,2056,2425,996,1686,2168,2039,1831,1076,1092,2778,1237,1622,2521,2088,3067,1879,562,1493,2039,2248,1590,1124,1124,1140,1188,1879,1702,1477,1188,1301,2505
1044,1076,2361,1397,996,1670,1863,2039,2264,1204,3099,2714,1429,1349,1076,1445,1028,2168,2007,1799,1317,1028,1060,2056,2585,1124,1975,947,2023,2425,996,1654,2248,2120,1799,1108,1076,2730,1253,1606,2537,2152,3051,1831,562,1477,2056,2216,1558,1220,1124,1140,1188,1847,1702,1461,1140,1285,2537
1044,1060,2329,1429,996,1654,1847,2023,2312,1204,3131,2730,1413,1317,1076,1445,1044,2248,2104,1911,1301,1012,1060,2120,2553,1108,1943,980,2007,2409,996,1638,2312,2184,1766,1140,1076,2682,1285,1590,2569,2200,3035,1766,546,1477,2072,2200,1542,1317,1124,1140,1172,1799,1686,1445,1108,1269,2569
1044,1060,2280,1493,996,1622,1831,1991,2409,1188,3131,2746,1397,1301,1076,1429,1092,2312,2184,2007,1285,1012,1060,2152,2521,1108,1911,1044,1975,2393,1012,1622,2361,2248,1750,1156,1076,2618,1317,1574,2602,2248,3003,1734,530,1477,2072,2184,1510,1429,1124,1124,1172,1766,1670,1429,1092,1253,2618
1060,1060,2248,1542,980,1606,1815,1975,2537,1172,3131,2746,1381,1285,1076,1413,1156,2361,2280,2120,1285,996,1060,2200,2489,1108,1879,1124,1943,2377,1044,1590,2409,2312,1718,1172,1060,2569,1349,1558,2634,2296,2971,1686,514,1461,2088,2168,1477,1526,1124,1124,1172,1718,1638,1413,1060,1253,2650
1076,1060,2216,1606,980,1590,1799,1943,2618,1172,3115,2730,1365,1269,1076,1413,1237,2409,2361,2216,1269,980,1060,2232,2473,1108,1847,1220,1911,2361,1076,1574,2457,2377,1702,1188,1060,2521,1381,1558,2666,2345,2939,1622,514,1461,2088,2152,1445,1638,1140,1124,1156,1686,1622,1397,1044,1237,2698
1108,1060,2184,1670,980,1558,1783,1927,2650,1156,3099,2714,1349,1253,1076,1397,1317,2441,2457,2312,1253,964,1060,2248,2441,1092,1815,1349,1895,2329,1140,1558,2505,2425,1686,1188,1044,2473,1429,1542,2714,2377,2891,1574,498,1461,2104,2136,1413,1734,1140,1108,1156,1654,1574,1381,1044,1237,2730
1156,1060,2152,1766,980,1542,1766,1895,2666,1140,3083,2682,1349,1237,1076,1381,1413,2473,2537,2409,1237,947,1060,2264,2409,1092,1766,1493,1863,2296,1220,1542,2553,2457,1654,1204,1044,2425,1477,1526,2746,2425,2842,1526,498,1461,2104,2136,1381,1831,1140,1108,1140,1622,1526,1365,1028,1220,2778
1220,1092,2120,1847,980,1526,1750,1879,2666,1140,3051,2666,1333,1220,1076,1365,1510,2505,2618,2505,1220,931,1060,2264,2377,1076,1734,1638,1847,2264,1301,1526,2585,2505,1638,1188,1028,2377,1526,1526,2778,2457,2794,1493,498,1461,2104,2120,1365,1927,1140,1092,1140,1606,1493,1365,1028,1204,2810
1285,1124,2088,1943,980,1510,1734,1847,2650,1124,3019,2634,1317,1204,1076,1365,1606,2537,2698,2585,1220,915,1060,2264,2361,1076,1702,1766,1831,2248,1397,1510,2602,2521,1622,1188,1028,2345,1590,1510,2810,2473,2746,1461,498,1461,2088,2104,1333,2007,1140,1092,1124,1574,1445,1349,1012,1204,2842
1365,1172,2056,2039,980,1493,1718,1831,2618,1124,3003,2602,1317,1188,1076,1349,1718,2553,2778,2666,1220,899,1060,2264,2329,1076,1670,1895,1815,2216,1510,1477,2602,2537,1606,1172,1044,2296,1670,1493,2842,2489,2698,1445,514,1461,2088,2104,1317,2104,1140,1076,1124,1542,1397,1349,996,1204,2875
1445,1237,2023,2120,980,1477,1702,1831,2585,1108,2971,2585,1301,1172,1076,1333,1831,2553,2842,2746,1204,899,1060,2248,2296,1060,1654,2039,1783,2200,1638,1461,2602,2537,1590,1156,1060,2248,1750,1493,2875,2505,2634,1429,514,1461,2072,2088,1301,2184,1140,1060,1124,1526,1349,1333,980,1220,2907
1526,1317,1991,2216,980,1461,1686,1831,2553,1108,2939,2569,1285,1156,1076,1333,1943,2553,2891,2794,1204,883,1060,2232,2280,1060,1622,2168,1766,2168,1783,1461,2602,2521,1574,1156,1092,2184,1847,1477,2891,2505,2585,1429,546,1477,2056,2072,1285,2280,1140,1044,1108,1493,1317,1333,980,1237,2923
1590,1413,1959,2296,980,1445,1670,1831,2521,1092,2907,2553,1285,1140,1076,1317,2056,2553,2939,2842,1188,867,1060,2200,2248,1060,1606,2312,1750,2152,1911,1445,2569,2505,1558,1140,1140,2152,1943,1461,2907,2505,2537,1429,562,1477,2056,2056,1253,2361,1140,1044,1092,1477,1301,1317,964,1269,2955
1654,1542,1927,2377,980,1429,1654,1831,2489,1092,2891,2537,1269,1124,1076,1317,2168,2521,2971,2891,1172,867,1060,2184,2216,1060,1574,2441,1734,2136,2056,1429,2553,2489,1558,1124,1220,2120,2039,1445,2923,2505,2489,1429,594,1493,2039,2039,1253,2425,1140,1044,1060,1445,1285,1301,980,1317,2971
1718,1670,1895,2457,980,1413,1638,1847,2457,1076,2858,2537,1253,1108,1076,1301,2264,2489,3003,2939,1172,867,1060,2152,2184,1060,1542,2585,1718,2104,2184,1413,2521,2457,1558,1124,1285,2072,2136,1429,2939,2489,2441,1429,642,1526,2023,2023,1237,2505,1140,1060,1044,1429,1269,1301,996,1381,2987
1783,1815,1863,2521,980,1397,1622,1879,2425,1076,2826,2537,1253,1092,1076,1285,2377,2441,3019,2987,1156,851,1060,2120,2152,1060,1526,2698,1702,2088,2312,1397,2473,2425,1574,1124,1365,2023,2216,1429,2955,2473,2377,1429,691,1574,2023,2007,1220,2569,1140,1092,1044,1413,1253,1285,1028,1445,3003
1863,1959,1831,2569,980,1365,1622,1895,2393,1060,2794,2537,1237,1076,1076,1285,2473,2409,3019,3019,1156,851,1060,2088,2120,1060,1493,2826,1670,2072,2441,1381,2441,2377,1606,1124,1477,1975,2296,1413,2955,2441,2329,1445,755,1622,2007,1975,1204,2634,1156,1124,1028,1381,1253,1285,1092,1526,3019
1927,2088,1799,2618,980,1349,1606,1927,2361,1044,2762,2553,1220,1076,1076,1269,2553,2361,3035,3035,1140,835,1060,2056,2104,1076,1477,2939,1654,2056,2569,1381,2409,2329,1638,1124,1590,1911,2361,1413,2939,2409,2280,1445,819,1702,2007,1959,1188,2682,1156,1188,1028,1365,1253,1269,1172,1606,3019
1975,2232,1766,2650,980,1333,1590,1975,2345,1044,2730,2569,1220,1060,1092,1253,2634,2329,3019,3051,1140,835,1060,2023,2072,1076,1477,3051,1638,2039,2682,1365,2361,2280,1670,1140,1702,1863,2425,1397,2923,2361,2232,1445,899,1783,1991,1943,1172,2714,1172,1269,1012,1349,1253,1269,1253,1702,3019
2039,2361,1750,2682,980,1333,1590,2007,2312,1044,2698,2585,1220,1060,1108,1253,2698,2280,3003,3051,1124,819,1060,1991,2056,1108,1510,3148,1622,2023,2762,1365,2329,2248,1718,1156,1831,1815,2473,1381,2907,2312,2200,1445,980,1879,1991,1911,1156,2730,1172,1349,1012,1333,1253,1253,1365,1799,3019
